Code,Name,High,Low,Close,Volume,Change,,
HMF,Horizons Auspice Managed,9.36,9.33,9.33,4170,-0.05,,0.53
HMM.A,Hammond Manufacturing Co,1.97,1.95,1.95,9600,-0.1,,4.88
HMU,Horizons BP Global Base,8.3,8,8.11,400,0.06,,0.75
HNC,Hard Creek Nickel Corp.,0.03,0.02,0.03,501500,0.01,,50
HND,Horizons Betapro Nymex N,6.84,6.71,6.77,2046375,0.38,,5.95
HNL,Horizon North Logistics,5.18,5,5.02,378913,-0.09,,1.76
HNT,Huntingdon Captial Corp,13.21,13.21,13.21,100,0.02,,0.15
HNT.DB,Huntingdon Capital Corp,102.6,102.5,102.6,26000,-0.4,,0.39
HNT.WT,Huntingdon Captial Corp,4.19,4.19,4.19,280,0,,0
HNU,Horizons Beta Pro Nymex,10.99,10.74,10.84,3512715,-0.72,,6.23
HNY,Horizons Natural Gas Yie,7.22,7.18,7.18,4345,-0.17,,2.31
HNY.A,Horizons Natural Gas Yie,7.3,7.3,7.3,100,0.2,,2.82
HNZ.A,Hnz Group Inc Cl A,18.43,18.27,18.43,3314,0.03,,0.16
HNZ.B,Hnz Group Inc Cl B,18.25,18.02,18.02,300,-0.97,,5.11
HOD,Horizon Beta Pro Nymex C,4.52,4.35,4.36,1415164,-0.08,,1.8
HOG,Horizons CDN Midstream O,10.42,10.4,10.4,734,0.02,,0.19
HOT.UN,American Hotel Income Pr,10.81,10.71,10.72,14850,0.01,,0.09
HOU,Horizon Betapro Nymex Cr,4.2,4.03,4.18,2286641,0.07,,1.7
HPD,Horizons BP MSCI Japan B,20.43,20.43,20.43,100,-0.67,,3.18
HPR,Horizons Active Preferre,10.06,10.02,10.04,17055,0.02,,0.2
HPR.A,Horizons Active Preferre,10.05,10.05,10.05,550,-0.01,,0.1
HPS.A,Hammond Power Solutions,7.48,7.35,7.48,917,0.18,,2.47
HPU,Horizons BP MSCI Japan B,17.64,17.64,17.64,400,-1.18,,6.27
HQD,Horizons Betapro Nasdaq1,6.41,6.32,6.41,4420,0.05,,0.79
HQU,Horizons Betapro Nasdaq1,24.62,24.28,24.35,23185,-0.12,,0.49
HR.DB.D,Hr REIT 5.90 Pct Conv De,108,108,108,125000,-1,,0.92
HR.DB.E,Hr REIT 4.50 Pct Ser E D,103,103,103,6000,-0.3,,0.24
HR.DB.H,Hr REIT 5.40 Pct Debs,108,107,108,439000,0.2,,0.19
HR.UN,H&R Real Estate Inv Trus,21.9,21.73,21.74,260604,-0.02,,0.09
HRR.UN,Australian REIT Income F,8.8,8.79,8.79,1300,0.04,,0.46
HRR.WT,Australian REIT Income F,0.04,0.04,0.04,51863,0,,0
HRT,Harte Gold Corp,0.08,0.08,0.08,91200,0,,0
HRX,Heroux-Devtek,10.35,10.16,10.26,7659,-0.03,,0.29
HSB.PR.C,HSBC Bank Canada Pr. C,25.37,25.27,25.27,2531,-0.03,,0.12
HSB.PR.D,HSBC Bank Canada Cl.1 Pr,25.74,25.52,25.74,3300,0.39,,1.54
HSC.UN,Hbanc Capital Securities,21.76,21.7,21.7,12776,-0.07,,0.32
HSD,Horizons BP Sp500 Bear P,11.31,11.08,11.23,123029,0.03,,0.27
HSE,Husky Energy Inc.,29.9,29.37,29.45,638856,-0.29,,0.98
HSE.PR.A,Huskey Energy Inc Pref S,22.97,22.9,22.91,6373,0,,0
HSU,Horizons Betapro S&P 500,28.99,28.44,28.62,87140,-0.08,,0.28
HTD,Horizons Betapro U.S 30,6.28,6.26,6.26,3454,-0.01,,0.16
HUC,Horizons Nymex Crude Oil,10.94,10.8,10.94,732,0.06,,0.55
HUF,Horizons Active US Float,11.26,11.23,11.23,848,-0.07,,0.62
HUF.U,Horizons Active US Float,10.05,10.05,10.05,58133,0.01,,0.1
HUG,Horizons Comex Gold ETF,11.83,11.8,11.8,1750,-0.25,,2.07
HUN,Horizons Nymex Natural G,10.47,10.4,10.46,8900,-0.1,,0.95
HUS.U,Horizons US Black Swan E,12.49,12.47,12.47,763,0.03,,0.24
HUS.V,Horizons US Black Swan E,12.5,12.5,12.5,100,-0.04,,0.32
HUT,Horizons CDN Black Swan,11.35,11.24,11.27,3147,-0.05,,0.44
HUT.A,Horizons CDN Black Swan,11.35,11.35,11.35,500,0.1,,0.89
HUV,Horizons BP Sp500 VIX ST,4.14,3.92,4.11,9254,0.04,,0.98
HUZ,Horizons Comex Silver Et,10.58,10.5,10.58,571,0.03,,0.28
HVI,Horizons BP Sp500 VIX ST,31.95,30.27,30.37,74829,-0.68,,2.19
HVU,Horizons BP Sp500 VIX ST,15.26,13.7,15.1,1235931,0.47,,3.21
HWD,Hardwoods Distribution I,10.5,10.33,10.33,10640,-0.07,,0.67
HWO,High Arctic Energy Servi,4.6,4.37,4.52,90565,0.16,,3.67
HXD,Horizons Betapro S&P/Tsx,5.12,5,5.12,414189,0.05,,0.99
HXE,Horizons Sp TSX Capped E,27.67,27.29,27.29,2100,-0.2,,0.73
HXF,Horizons Sp TSX Capped Fncl Ind,30.71,30.71,30.71,200,-0.82,,2.6
HXS,Horizons Sp 500 Index Et,39.39,38.89,38.89,14372,-0.5,,1.27
HXS.U,Horizons Sp 500 Index Et,35.02,34.95,34.95,200,0.07,,0.2
HXT,Horizons Sp Tsx60 Index,27.27,27,27,293991,-0.12,,0.44
HXT.U,Horizons Sp TSX 60 Index,24.13,24.13,24.13,1639,-0.08,,0.33
HXU,Horizons Betapro S&P/Tsx,28.48,27.92,27.92,330280,-0.21,,0.75
HYB.UN,Ddj High Yield Fund,10.79,10.71,10.79,2249,0.08,,0.75
HYD,Hyduke Energy Services I,0.8,0.78,0.78,24000,0,,0
HYG,Hydrogenics Corporation,19.45,17.75,17.8,3593,-1.2,,6.32
HYI,Horizons Active High Yie,10.75,10.73,10.73,8877,-0.05,,0.46
HYI.A,Horizons High Yield Bd ETF Adv,10.75,10.75,10.75,5000,-0.15,,1.38
HYM.UN,High Yield & Mortgage Pl,12.51,12.48,12.5,4806,0.02,,0.16
HZD,Horizons BP Comex Silver,10.05,9.66,9.66,53275,-0.64,,6.21
HZM,Horizonte Minerals Plc,0.08,0.08,0.08,5000,0,,0
HZU,Horizons BP Comex Silver,5.08,4.89,5.07,151725,0.29,,6.07
I,Intellipharmaceutics Int,3.46,3.26,3.26,9002,-0.23,,6.59
IAE,Ithaca Energy Inc,2.04,1.97,2.01,337538,0.02,,1.01
IAG,Industrial Alliance Ins,45.15,44.53,44.64,134717,-0.32,,0.71
IAG.PR.A,Industrial Alliance Ins,23.15,23.01,23.13,2640,0.03,,0.13
IAG.PR.E,Industrial Alliance Pref,26.2,26.2,26.2,200,0,,0
IAG.PR.F,Industrial Alliance 5.9,26.37,26.13,26.13,1900,-0.12,,0.46
IAG.PR.G,Industrial Alliance Pref,26.29,25.9,26.15,11280,0.09,,0.35
IAM,Integrated Asset Managem,0.9,0.9,0.9,10000,-0.04,,4.26
IBG,Ibi Group Inc.,2.62,2.55,2.6,21900,0.01,,0.39
IBG.DB,Ibi Group Inc. 7.0 Pct D,60.32,60.32,60.32,15000,0.81,,1.36
IBG.DB.A,Ibi Group Inc 5.75 Pct D,55.95,54.95,55.93,79000,0.51,,0.92
IBG.DB.B,Ibi Group Inc 6 Pct Debs,49.29,48.01,49.29,52000,1.54,,3.23
IBG.DB.C,Ibi Group Inc 7.0 Pct De,55.25,55,55.25,11000,-1.75,,3.07
ICE,Canlan ICE Sports Corp.,2.98,2.94,2.98,25800,0.03,,1.02
ICP,Ic Potash Corp,0.25,0.25,0.25,41999,0.02,,8.7
IDC,Intl Datacasting J,0.07,0.07,0.07,35100,0,,0
IDE.UN,Energy Indexplus Dividen,10.22,10.11,10.22,2900,-0.18,,1.73
IDG,Indigo Books & Music Inc,11.71,11.4,11.4,1889,-0.35,,2.98
IDM,Idm Mining Ltd,0.27,0.27,0.27,3332,0,,0
IDR.UN,REIT Indexplus Income Fu,11.55,11.45,11.5,4200,-0.08,,0.69
IDX.UN,Indexplus Income Fund.,13.75,13.66,13.7,4679,0,,0
IE,Ivanhoe Energy Inc,1.85,1.81,1.82,10697,-0.04,,2.15
IE.DB,Ivanhoe Energy Inc 5.75,25.88,25.88,25.88,25000,-0.12,,0.46
IFC,Intact Financial Corpora,74.42,73.47,74.11,269662,0.67,,0.91
IFC.PR.A,Intact Financial Corp Pr,23.91,23.85,23.85,3725,-0.01,,0.04
IFC.PR.C,Intact Financial Corp Pr,25.63,25.5,25.5,14339,-0.02,,0.08
IFL.UN,ING Diversified Float Ra,9.14,9.14,9.14,2800,0.04,,0.44
IFP,Interfor Corporation,16.85,16.54,16.65,85788,0.15,,0.91
IGM,Igm Financial Inc.,47.85,47.25,47.31,417282,-0.21,,0.44
IGM.PR.B,Igm Financial Inc 5.90 P,25.9,25.88,25.88,700,0.08,,0.31
IGT,Ishares Gold Trust,13.05,12.97,13,1726,0.02,,0.15
IHL.UN,ING High Income Floating,8.95,8.86,8.91,11699,0.04,,0.45
III,Imperial Metals Corp,8.44,8.25,8.37,35239,0.02,,0.24
IIP.UN,Interrent Real Estate In,5.6,5.55,5.6,9888,0.02,,0.36
IM,Imris Inc.,0.64,0.57,0.6,31808,-0.05,,7.69
IMG,Iamgold Corp,2.99,2.9,2.95,937995,0.03,,1.03
IMO,Imperial Oil,52.83,52.29,52.33,803030,0.08,,0.15
IMP,Intermap Tech Corp.,0.12,0.09,0.11,487900,0,,0
IMX,Imax Corp,29.75,29.02,29.13,61207,-0.47,,1.59
INC.RT,Income Financial Trust R,0.03,0.03,0.03,3500,0,,0
INC.UN,Income Fin Un,10.84,10.82,10.82,2550,-0.08,,0.73
INE,Innergex Renewable Energ,10.44,10.34,10.4,91020,0.06,,0.58
INE.DB,Innergex Renewable Energ,105,105,105,49000,0.1,,0.1
INE.PR.A,Innergex Renewable Energ,19.5,19.3,19.43,1278,0.01,,0.05
INE.PR.C,Innergex Renewable Energ,20.55,20.49,20.54,800,0,,0
INN.DB.D,Innvest REIT 6.75 Pct Co,104,104,104,29000,-0.5,,0.48
INN.DB.E,Innvest REIT 6 Pct Serie,101.4,101.4,101.4,5000,-0.6,,0.59
INN.DB.F,Innvest REIT 5.75 Pct De,100.2,100.2,100.2,7000,-0.6,,0.59
INN.DB.G,Innvest REIT 6.25 Pct De,103,102.8,102.8,510000,-0.4,,0.34
INN.UN,Innvest REIT Trust Units,5.36,5.23,5.28,29083,-0.01,,0.19
INO.UN,Inovalis REIT,9.65,9.61,9.61,3113,0,,0
INQ,Inscape Corp. Sv,2.3,2.28,2.28,3100,-0.17,,6.94
INV,Inv Metals Inc.,0.28,0.28,0.28,7050,-0.01,,3.45
IPL,Inter Pipeline Ltd,36.24,35.85,36.15,353973,0.29,,0.81
IRD,Intl Road Dynam,0.74,0.73,0.73,6000,-0.01,,1.35
IRG,Imvescor Restaurant Grou,1.75,1.74,1.75,87524,0,,0
IRG.WT,Imvescor Restaurant Group Inc W,1.35,1,1.35,29400,0,,0
IRL,Minera Irl Limited,0.12,0.12,0.12,2000,0,,0
ISL.U,ING Floating Rate Senior,9.37,9.33,9.37,5200,0.03,,0.32
ISL.UN,ING Floating Rate Senior,9.65,9.61,9.64,16122,-0.01,,0.1
ISM,Inspiration Mining Corpo,0.06,0.06,0.06,6500,0,,0
ISV,Information Services Cor,18.69,18.53,18.53,1194,-0.12,,0.64
IT,The Intertain Group Limi,11.49,10.52,11.4,437975,0.78,,7.34
IT.DB,The Intertain Group Limi,150.5,128,150.5,7950000,10.5,,7.49
IT.DB.A,The Intertain Group Ltd,95,94,94,197999,-1.6,,1.67
IT.WT,The Intertain Group Limi,4.49,4,4.49,7400,0.59,,15.13
ITC,Intrinsyc Technologies C,0.82,0.8,0.8,9359,-0.03,,3.61
ITH,International Tower Hill,0.55,0.51,0.54,10000,0.05,,10.2
ITP,Intertape Polymer,15.94,15.64,15.76,70239,0.04,,0.25
IVN,Ivanhoe Mines Ltd,1.09,1.06,1.07,169001,-0.02,,1.83
IVN.WT,Ivanhoe Mines Ltd Wts,0.09,0.08,0.08,7000,0,,0
IVW,Ivernia Inc,0.1,0.1,0.1,86514,0,,0
IXR,Imx Resources Limited,0.02,0.02,0.02,12000,0,,0
JDN,Jayden Resources Inc,0.12,0.12,0.12,23352,0,,0
JE,Just Energy Group Inc,5.69,5.55,5.6,343833,0.03,,0.54
JE.DB,Just Energy Group Inc. 6,87,86.27,86.52,80000,0.12,,0.14
JE.DB.B,Just Energy Group Inc 5.,82.04,81.99,82,128000,-0.6,,0.73
JEC,Jura Energy Corporation,0.2,0.2,0.2,5000,0,,0
JFS.UN,Jft Strategies Fund,12.62,12.45,12.62,5570,0.18,,1.45
JOY,Journey Energy Inc,8.98,8.71,8.87,15703,0.1,,1.14
K,Kinross Gold Corp.,3.63,3.52,3.61,1047221,0.02,,0.56
KAT,Katanga Mining Limited,0.4,0.38,0.39,27000,0,,0
KBL,Kbro Linen Inc.,38.76,38.61,38.75,1652,0.25,,0.65
KDX,Klondex Mines Ltd.,1.86,1.82,1.86,82707,0.02,,1.09
KEG.UN,Keg Royalties Income Fun,16.75,16.59,16.59,4833,-0.15,,0.9
KEL,Kelt Exploration Ltd,11.35,11.05,11.3,500177,0.02,,0.18
KER,Kerr Mines Inc,0.24,0.23,0.23,68582,-0.01,,4.17
KEY,Keyera Corp,92.78,92,92.27,189820,0.41,,0.45
KFS,Kingsway Fin,7.1,6.72,7.1,3700,0.2,,2.9
KFS.WT.U,Kingsway Fin Svcs Warran,1.5,1.5,1.5,125,-0.01,,0.66
KFS.WT.V,Kingsway Fin Svcs Warran,2.01,2.01,2.01,1000,0.06,,3.08
KGI,Kirkland Lake Gold Inc.,5.01,4.71,4.97,160800,0.23,,4.85
KGI.DB,Kirkland Lake Gold Inc 6,85.6,85.3,85.3,80000,-0.45,,0.52
KGI.DB.A,Kirkland Lake Gold Inc 7,87,86.5,86.5,301000,-0.5,,0.57
KLS,Kelso Technologies Inc,6.38,6,6.33,85071,0.4,,6.75
KMP,Killam Properties Inc.,10.39,10.25,10.38,44931,0.06,,0.58
KMP.DB.A,Killam Properties Inc 5.,103.5,103.5,103.5,70000,0.3,,0.24
KMP.DB.B,Killam Properties Inc 5.,102.6,102.6,102.6,14000,0.1,,0.1
KOR,Corvus Gold Inc,0.98,0.93,0.98,28850,0.1,,11.36
KPT,Kp Tissue Inc,15.93,15.65,15.65,6009,-0.31,,1.94
KRN,Karnalyte Resources Inc,0.91,0.89,0.9,3334,-0.01,,1.1
KSP.UN,Kingsway Linked Return O,23.01,23,23,700,-0.31,,1.33
KWH.UN,Crius Energy Trust,4.96,4.84,4.95,11600,0.13,,2.7
KXF,First Asset Corp Bond BA,9.79,9.79,9.79,540,-0.11,,1.11
KXS,Kinaxis Inc,16.32,15.76,16.3,11000,-0.02,,0.12
L,Loblaw Co,56.76,56.26,56.33,451618,-0.27,,0.48
L.PR.A,Loblaw Companies Ltd 2N,26,25.92,25.95,644,-0.07,,0.27
LAC,Lithium Americas Corp,0.31,0.29,0.31,16700,0.01,,3.33
LAM,Laramide Resources Ltd.,0.38,0.38,0.38,25374,0,,0
LAS.A,Lassonde Industries Inc.,126.5,124.3,124.3,2444,-2.2,,1.75
LB,Laurentian Bank,48.73,48.04,48.51,51210,0.48,,1
LB.PR.F,Laurentian Bank of Cda P,25.6,25.55,25.6,500,0.05,,0.2
LB.PR.H,Laurentian Bank of Cda P,25.25,25.24,25.25,1200,-0.04,,0.16
LBS,Life & Banc Split Corp.,10.58,10.4,10.46,46683,0.19,,1.85
LBS.PR.A,Life & Banc Split Corp.,10.2,10.16,10.16,5600,-0.05,,0.49
LCS,Brompton Lifeco Split Co,7.38,7.17,7.17,5800,-0.15,,2.05
LCS.PR.A,Brompton Lifeco Split Co,10.22,10.19,10.22,28600,0.02,,0.2
LEG,Legacy Oil and Gas Inc,5.74,5.36,5.42,3422619,-0.17,,3.04
LEX,Lexam VG Gold Inc,0.1,0.09,0.09,191975,-0.01,,10
LFE,Canadian Life Companies,4.43,4.36,4.36,29152,-0.05,,1.13
LFE.PR.B,Canadian Life Split 2012,10.27,10.24,10.24,52614,-0.01,,0.1
LGC,Luna Gold Corp,0.61,0.56,0.6,360698,0.03,,5.26
LGT.A,Logistec Corporation Cl,41,41,41,160,-3.71,,8.3
LGT.B,Logistec Corporation Cl,40.51,40,40.33,1175,0.34,,0.85
LIF,Labrador Iron Ore Royalt,23.31,22.1,22.93,485277,0.99,,4.51
LII,Logan International Inc,6.05,5.9,6,30700,0,,0
LIM,Labrador Iron Mines Hold,0.05,0.05,0.05,41997,0,,0
LIQ,Liquor Stores Na Ltd.,13.58,13.36,13.54,43258,0.17,,1.27
LIQ.DB.A,Liquor Stores N.A. Ltd 5,104.5,104.5,104.5,20999,-0.2,,0.19
LMP,Lumenpulse Inc,17.39,17.18,17.18,31869,-0.13,,0.75
LN,Loncor Resources Inc,0.1,0.1,0.1,6000,-0.01,,9.09
LNF,Leons Furniture,14.6,14.26,14.26,2962,-0.05,,0.35
LNF.DB,Leons Furniture Ltd 3.0,114.1,113.6,113.6,100000,-6.4,,5.34
LNR,Linamar Corp,58.24,57.03,57.03,136056,0.22,,0.39
LOW.UN,Low Volatility CDN Equit,9.72,9.65,9.65,14150,-0.23,,2.33
LPK,Lupaka Gold Corp,0.15,0.14,0.15,9929,0.01,,7.14
LRE,Long Run Exploration Ltd,4.25,3.95,4.04,1880444,-0.17,,4.04
LRE.DB,Long Run Exploration Ltd,99.62,98.5,99,111000,-0.75,,0.75
LRT.DB.G,Lanesborough REIT 9.5 PC,103,103,103,36000,1,,0.98
LRT.NT.A,Lanesborough A Nt J,101,101,101,3000,1,,1
LRT.UN,Lanesborough R.E. Invest,0.99,0.96,0.96,3000,-0.08,,7.69
LRT.WT,Lanesborough REIT Warran,0.15,0.15,0.15,4400,0,,0
LRT.WT.A,Lanesborough REIT Series,0.3,0.27,0.27,5500,-0.03,,10
LSA,Lachlan Star Limited,0.06,0.06,0.06,6500,-0.01,,14.29
LSG,Lake Shore Gold Corp.,1.06,1.02,1.04,2234226,-0.01,,0.95
LSG.DB,Lake Shore Gold Corp 6.2,99,98.12,99,480000,0,,0
LTS,Lightstream Resources Lt,4.68,4.52,4.59,856695,-0.01,,0.22
LUC,Lucara Diamond Corp,2.11,2.01,2.05,202569,-0.07,,3.3
LUN,Lundin Mining Corp.,5.46,5.29,5.33,3429678,-0.01,,0.19
LUP,Lundin Petroleum Ab,17.85,17.65,17.85,5159,0.02,,0.11
LVN,Levon Resources Ltd,0.23,0.21,0.22,1029941,0.01,,4.76
LVU.UN,Low Volatility US Equity,10.75,10.74,10.75,1300,0,,0
LW,Leisureworld Senior Care,13.63,13.42,13.43,76192,-0.08,,0.59
LW.DB,Leisureworld Sr Care Cor,102,102,102,1000,0,,0
LWP,Legumex Walker Inc,4.73,4.6,4.73,10334,0.12,,2.6
LXF,First Asset Can-60 Cover,8.03,8.03,8.03,1011,-0.01,,0.12
LYD,Lydian International Lim,0.73,0.67,0.7,123713,0.03,,4.48
MA,Manac Inc,8.65,8.5,8.5,2200,-0.18,,2.07
MAA,Magindustries Corp.,0.21,0.18,0.18,22700,0.01,,5.88
MAG,Mag Silver Corp.,8.7,8.11,8.53,161268,0.39,,4.79
MAK,Minemakers Limited,0.08,0.08,0.08,1000,0,,0
MAL,Magellan Aero,12.51,11.83,12.5,18625,0.71,,6.02
MAQ,Mcewen Mining Minera and,2.06,1.99,2.03,14777,0.03,,1.5
MAR,Marret Resource Corp,3.91,3.84,3.9,11480,-0.05,,1.27
MAW,Mawson Resources Ltd,0.32,0.3,0.32,2700,0.02,,6.67
MAX,Midas Gold Inc,0.62,0.57,0.62,78959,0.04,,6.9
MAY,Meadow Bay Gold Corp,0.14,0.1,0.1,244036,-0.03,,23.08
MBA,Cibt Education Group Inc,0.29,0.28,0.28,16500,0,,0
MBB.UN,Aston Hill Adv Bond Fund,12.23,12.22,12.23,419,0.38,,3.21
MBC,Mbac Fertilizer Corp.,0.15,0.14,0.15,1384590,0,,0
MBC.WT,Mbac Fertilizer Corp Wts,0.05,0.05,0.05,10000,-0.01,,16.67
MBK.UN,Manulife US Regional Ban,9.95,9.86,9.95,5400,0.02,,0.2
MBN,Mbn Corporation,5.15,5.14,5.15,3700,-0.02,,0.39
MBT,Manitoba Telecom,29.22,28.63,29.09,188047,-0.01,,0.03
MBX,Microbix J,0.64,0.6,0.6,189754,0,,0
MCB,Mccoy Global Inc,5.48,5.17,5.26,23108,-0.14,,2.59
MCZ,Mad Catz Interactive Inc,0.44,0.44,0.44,4220,-0.01,,2.22
MDA,Macdonald Dettwiler,86,84.17,84.69,31530,0.86,,1.03
MDF,Mediagrif Interac,18.83,18.49,18.5,1439,0.02,,0.11
MDI,Major Drilling Grp,6.65,6.56,6.64,218356,0.09,,1.37
MDN,Mdn Inc.,0.05,0.05,0.05,4000,0,,0
MDW,Midway Gold Corp,1.25,1.24,1.24,22400,0.02,,1.64
MDZ.A,Mdc Partners Inc. Cl .A,21.14,21.14,21.14,100,-0.21,,0.98
ME,Moneta Porcupine J,0.06,0.05,0.05,128500,-0.01,,16.67
MEG,Meg Energy Corp.,33.23,32.6,32.89,395391,0.14,,0.43
MEQ,Mainstreet Eq J,40.21,39.65,39.69,6194,-0.32,,0.8
MET,Metalore Res,2.8,2.79,2.8,500,0.1,,3.7
MFC,Manulife Fin,21.77,21.47,21.51,1904246,-0.07,,0.32
MFC.PR.A,Manulife Financial Corp,25.42,25.39,25.39,3400,0.03,,0.12
MFC.PR.B,Manulife Financial Corp,22.99,22.9,22.95,4192,-0.05,,0.22
MFC.PR.C,Manulife Financial Corp.,22.6,22.42,22.53,7665,-0.11,,0.49
MFC.PR.E,Manulife Financial Corp Pref. Cl 1 Ser 1,25,24.99,24.99,1000,-0.01,,0.04
MFC.PR.F,Manulife Financial Corp,22.65,22.5,22.52,500,-0.06,,0.27
MFC.PR.G,Manulife Financial Non C,25.91,25.84,25.84,7383,0,,0
MFC.PR.H,Manulife Financial Corp,26.3,26.28,26.3,798,0,,0
MFC.PR.I,Manulife Financial Corp,26.06,26,26,4289,-0.01,,0.04
MFC.PR.J,Manulife Financial Corp,25.71,25.65,25.7,2485,0.01,,0.04
MFC.PR.K,Manulife Financial Corp,25.06,25.01,25.01,12703,-0.01,,0.04
MFC.PR.L,Manulife Financial Corp,25.1,25.01,25.04,3470,0,,0
MFC.PR.M,Manulife Financial Corp,25.43,25.25,25.41,15959,0.14,,0.55
MFC.R,Manulife Financial Corp,21.51,21.33,21.36,512198,-0.04,,0.19
MFI,Maple Leaf Foods,19.46,19.07,19.46,445022,0.32,,1.67
MFR.UN,Manulife Floating Rate S,9.84,9.76,9.77,43678,-0.08,,0.81
MG,Magna International Inc,109.2,106.6,106.6,383841,-1.6,,1.46
MGA,Mega Uranium Ltd.,0.22,0.2,0.2,233595,0.01,,5.26
MGO,Migao Corporation,1.56,1.55,1.55,600,0,,0
MGT,Mines Management Inc.,0.74,0.65,0.74,2400,0.01,,1.37
MHY.UN,Marret High Yield Strate,0.2,0.18,0.19,27552,-0.01,,5
MIC,Genworth Mi Canada Inc.,36.36,35.71,36.11,248878,0.41,,1.15
MID.UN,Mint Income Fund,10.28,10.22,10.24,29979,-0.04,,0.39
MIF.UN,Marquest CDN Equity Inco,7.95,7.94,7.94,1000,-0.04,,0.5
MIG.UN,Marret Investment Grade,11.45,11.36,11.36,5960,-0.04,,0.35
MKP,Mcan Mortgage Corporatio,14.7,14.53,14.6,5950,-0.09,,0.61
MKZ.UN,Mackenzie Mstr Un,0.82,0.81,0.81,4100,-0.02,,2.41
MLD.UN,Moneda Latam Corp Bond F,10.49,10.4,10.4,1100,-0.13,,1.23
MLE.UN,Moneda Latam Growth Fund,9.05,8.61,8.78,3500,-0.32,,3.52
MLF.UN,Moneda Latam Fixed Incom,9.34,9.26,9.34,7163,0.08,,0.86
MLP,Front Street US MLP Inco,12.48,12.31,12.31,4409,-0.12,,0.97
MM,Mood Media Corporation,0.59,0.52,0.55,45510,0,,0
MM.DB.U,Mood Media Corp 10 Pct D,90,90,90,120000,0,,0
MMF.UN,Marret Multi Strategy In,9.45,9.42,9.42,2128,-0.03,,0.32
MMM,Minco Gold Corporation,0.41,0.41,0.41,9000,-0.01,,2.38
MMP.UN,Precious Metals and Mini,2.34,2.23,2.34,18265,0.05,,2.18
MMS,Macarthur Minerals Limit,0.21,0.21,0.21,15000,0,,0
MMT,Mart Resources Inc,1.21,1.17,1.19,134739,-0.01,,0.83
MND,Mandalay Resources Corpo,1.05,1,1.04,710383,0.02,,1.96
MNS,Royal CDN Mint CDN Silve,11.77,11.55,11.73,3664,0.21,,1.82
MNS.U,Royal CDN Mint CDN Svr R,10.54,10.54,10.54,100,0.19,,1.84
MNT,Royal Canadian Mint CDN,14.5,14.35,14.4,4613,0.03,,0.21
MNT.U,Royal Canadian Mint CDN,12.9,12.9,12.9,300,-0.12,,0.92
MNW,Mitel Networks Corporati,10.01,9.71,9.73,137723,-0.2,,2.01
MOZ,Marathon Gold Corporatio,0.33,0.32,0.32,12000,-0.01,,3.03
MPC,Madison Pac Cl B,2.36,2.36,2.36,100,-0.22,,8.53
MPC.C,Madison Pacific Properti,2.21,2.2,2.2,1600,-0.1,,4.35
MPI,Metals Plus Income Corp,4.2,4.06,4.06,4290,-0.19,,4.47
MPV,Mountain Prov J,5.5,5.4,5.43,31354,-0.06,,1.09
MQA.UN,Macquarie Emerging Mkts,11.3,11.3,11.3,600,0.1,,0.89
MQI.UN,Macquarie Global Infr In,10.03,10.01,10.01,4229,0.01,,0.1
MR.UN,Melcor REIT,9.77,9.66,9.68,3486,-0.08,,0.82
MRC,Morguard Corp.,142.5,141.9,142.5,673,-1.5,,1.04
MRD,Melcor Dev,23.85,23.61,23.75,4681,-0.3,,1.25
MRE,Martinrea International,13.19,12.95,13,281513,-0.12,,0.91
MRG.DB,Morguard Na REIT 4.65 PC,103.1,103.1,103.1,8000,-0.7,,0.63
MRG.UN,Morguard Na Residential,10.26,10.15,10.19,15118,0.02,,0.2
MRI.U,Mercer International Inc,9.49,9.49,9.49,280,0,,0
MRN,Marengo Mining Limited,0.01,0.01,0.01,200000,0,,0
MRT.DB.A,Morguard REIT 4.85 Pct D,103.5,103.3,103.5,54000,0.2,,0.22
MRT.UN,Morguard Un,18.32,18.14,18.29,6958,0.02,,0.11
MRU,Metro Inc,75.5,74.67,74.86,168589,-0.13,,0.17
MSI,Morneau Shepell Inc.,16.77,16.61,16.71,35692,0.33,,2.01
MSI.DB,Morneau Shepell Inc. 5.7,112,111.1,112,172000,0.3,,0.25
MSL,Merus Labs International,1.82,1.69,1.72,257378,-0.03,,1.71
MST.UN,Milestone Apartments Rei,11.95,11.7,11.73,77533,-0.14,,1.18
MSV,Minco Silver Corp.,0.94,0.86,0.86,56820,-0.07,,7.53
MTG,Timbercreek Sr Mortgage,9.04,8.94,8.99,27361,0.05,,0.56
MTL,Mullen Group Ltd.,24.86,24.33,24.46,245532,-0.24,,0.97
MTY,Mty Food Group Inc,32.92,32.5,32.73,4447,-0.32,,0.97
MUX,Mcewen Mining Inc,2.05,2,2.03,209626,0.05,,2.53
MWE,Mawson West Limted,0.19,0.19,0.19,9000,0,,0
MX,Methanex Corp,75.14,73.54,73.69,165401,-0.19,,0.26
MXF,First Asset Can-Material,4.37,4.34,4.37,985,0.03,,0.69
MXF.A,Can Materials Income ETF Adviso,4.95,4.95,4.95,1150,0.01,,0.2
MXG,Maxim Power Corp.,2.71,2.71,2.71,400,-0.09,,3.21
NA,National Bank of Canada,51.48,50.88,50.94,684959,0.13,,0.26
NA.PR.L,National Bank Preferred,25.32,25.26,25.29,6084,0.01,,0.04
